,0,1,cluster,KMeans,ID
0,-1.101866314845453,5.428908068671125,blue,red,1
1,-1.86562472201737,5.603449793477607,blue,red,2
2,-2.6265632707241804,5.038840915709484,blue,red,3
3,-1.474977664800698,2.5203721369847556,blue,red,4
4,-0.09122155861886339,3.9556887260487255,blue,red,5
5,-0.34169854191774585,4.242942663014476,blue,red,6
6,-3.1937347605293347,5.753955163773221,blue,red,7
7,0.5896332684936558,2.1761056767017983,blue,green,8
8,-2.663365583565657,3.8637831619785157,blue,red,9
9,-0.8707198844198196,4.612566649895383,blue,red,10
10,-1.1688309501458185,3.669234664797566,blue,red,11
11,-1.8522704703276893,5.420832651100658,blue,red,12
12,-3.3039571958651894,4.795907495112578,blue,red,13
13,-0.7619734224766672,5.354260855330462,blue,red,14
14,-2.221126484455677,4.79326106787485,blue,red,15
15,-2.2636349154634243,5.591451877162314,blue,red,16
16,-1.4226636567840427,5.352997466036338,blue,red,17
17,-2.192138143234858,5.8446384602938855,blue,red,18
18,-0.0639784006723807,3.4088116850246184,blue,red,19
19,-0.38054834608894983,5.533035664128966,blue,red,20
20,-1.8895379586998826,5.849806725844564,blue,red,21
21,-1.6937525810390706,4.941046053187285,blue,red,22
22,-0.676442710506579,4.933529869668345,blue,red,23
23,-0.12659610602661475,5.181345778029817,blue,red,24
24,-1.8843845347502506,5.094723654477554,blue,red,25
25,-1.826124088390439,4.312324079238986,blue,red,26
26,-0.4235059196343388,5.200996858376079,blue,red,27
27,-2.742042033217348,5.961267127925821,blue,red,28
28,0.4589235130647513,4.768532651253353,blue,red,29
29,-0.6745630189861489,4.786780245441326,blue,red,30
30,-0.5905752947684699,4.658959235453815,blue,red,31
31,-1.30169894963196,5.18233413734426,blue,red,32
32,-3.1994980656831045,4.859537284440829,blue,red,33
33,-3.4793141695376364,4.246300068946454,blue,red,34
34,-2.423705722513685,5.078349335614226,blue,red,35
35,-1.1198878162695443,5.314425835475711,blue,red,36
36,-0.7893916719378966,4.084415786211904,blue,red,37
37,-0.45992070451358824,5.1917295584975705,blue,red,38
38,-3.3682913209805316,5.1026813160796625,blue,red,39
39,0.5177079814899073,4.811226626493693,blue,red,40
40,-0.2359657188790576,3.7564404046967175,blue,red,41
41,-0.6043822351688594,4.961766770686921,blue,red,42
42,-1.9497524071822272,5.220196009492882,blue,red,43
43,-1.2279751964929564,5.084054084251839,blue,red,44
44,-1.935066615530098,4.062076015133298,blue,red,45
45,-0.8457744817390566,4.316569865021907,blue,red,46
46,-1.6567084438016713,3.600035510788651,blue,red,47
47,-1.358798100294961,6.15846634119946,blue,red,48
48,-1.4185494882933658,5.807268524697574,blue,red,49
49,-1.9356240751746159,4.675208579304391,blue,red,50
50,-1.389272489251629,4.857377485884863,blue,red,51
51,-2.233266001317187,3.885985470117729,blue,red,52
52,-1.6962945609728175,5.907186869888586,blue,red,53
53,-1.6024037212827393,5.022181130648279,blue,red,54
54,-1.8610130830695413,4.479640847252162,blue,red,55
55,-0.3024733310144754,4.242332656486137,blue,red,56
56,-0.8982699854523144,5.361888068903182,blue,red,57
57,-2.8506326007383174,5.927946239797014,blue,red,58
58,-1.0185046269669078,4.5613035153610495,blue,red,59
59,-0.1602788650959508,2.9341172847966397,blue,red,60
60,-0.9410580408613411,3.3124424522251394,blue,red,61
61,-2.3546387136373106,4.625054580339329,blue,red,62
62,-2.4541626019592204,5.761561895409991,blue,red,63
63,-1.8510156926635526,3.549213529677256,blue,red,64
64,-1.8400487733886477,7.009130198531752,blue,red,65
65,-0.7212120471557517,5.421711857560675,blue,red,66
66,-0.6016274254412588,4.138011433139566,blue,red,67
67,-2.183637390467378,3.584896906700634,blue,red,68
68,-2.0960490286320654,4.463532339223081,blue,red,69
69,-2.465195793189948,5.6587427964453365,blue,red,70
70,-1.0873869651295671,4.942121335578648,blue,red,71
71,-1.4217793067078184,4.160805017755033,blue,red,72
72,-0.17499730048359874,5.753606344988335,blue,red,73
73,-1.3017385253759248,4.885274860010086,blue,red,74
74,-2.018316890646359,3.4550886028944063,blue,red,75
75,-1.4943104443780542,5.111768816989054,blue,red,76
76,-0.21830403199152215,5.331429753051737,blue,red,77
77,0.173700133115974,3.319425195046383,blue,red,78
78,-2.0010306057523524,4.2381823856217204,blue,red,79
79,-1.2830067131434741,4.045225997182174,blue,red,80
80,-1.3342124386318817,3.905668717011552,blue,red,81
81,-1.173297831707663,4.744472162890935,blue,red,82
82,-1.1105700182605487,6.987765918468853,blue,red,83
83,-0.30905767849365784,5.430120019249782,blue,red,84
84,-1.8935469782073637,4.070735430612286,blue,red,85
85,-0.9566076096374636,3.6593821034937806,blue,red,86
86,-1.6598517399931738,4.355510300245686,blue,red,87
87,-0.871797476478829,6.987767413111054,blue,red,88
88,-1.493192014763987,4.332180772913103,blue,red,89
89,-0.5425847943322659,3.741793274871481,blue,red,90
90,0.03322059651229381,4.916192830635262,blue,red,91
91,-0.3383782855498858,4.9093447616518615,blue,red,92
92,-1.887320378398233,4.347146380171067,blue,red,93
93,-2.0908926220709616,7.170331748023981,blue,red,94
94,-0.7416555576741298,6.775135227337403,blue,red,95
95,-1.4241038053797257,5.475607426550399,blue,red,96
96,-1.9139528425036048,5.044440000487229,blue,red,97
97,-0.2007916046577638,4.74392160009881,blue,red,98
98,-2.026546196804575,4.736221026463598,blue,red,99
99,-2.4686689603053535,5.437705719737917,blue,red,100
100,-2.6880537101918685,3.752647662362516,blue,red,101
101,-0.7572564643867663,4.150371597098951,blue,red,102
102,-1.6519473640305793,4.691384493865083,blue,red,103
103,-0.3871975016946374,4.129373159789699,blue,red,104
104,-1.6280484002830815,2.820062163448517,blue,red,105
105,-1.4933822238935117,4.555566890058185,blue,red,106
106,-0.876091023627583,6.082430008893134,blue,red,107
107,-2.0562628713715547,4.4387593986408085,blue,red,108
108,0.5514203161920537,4.446638594081416,blue,red,109
109,-1.8920454160835747,3.0790478502045984,blue,red,110
110,1.430597027788688,3.5926553229399554,blue,green,111
111,0.15291434350221933,4.928107099374158,blue,red,112
112,0.1467506575934605,5.629666576124002,blue,red,113
113,-3.683556053293269,4.683421795271112,blue,red,114
114,-2.910554296061621,5.64241768058469,blue,red,115
115,-1.2832490706343118,5.545754267058997,blue,red,116
116,-1.024825450654511,6.141598877843402,blue,red,117
117,-1.4723817367902303,3.1840067914478487,blue,red,118
118,-2.321076447683614,5.369067017371494,blue,red,119
119,0.8454109999272315,6.128687515190893,blue,red,120
120,-1.3249834007475272,5.045046001318463,blue,red,121
121,-1.48374437397515,4.59017894630192,blue,red,122
122,-0.32861860104771135,7.09150603397459,blue,red,123
123,-1.2958701534266648,5.082441677415423,blue,red,124
124,-1.4087095868420931,5.709994560779298,blue,red,125
125,0.16040709454006152,6.156614460901617,blue,red,126
126,0.13516427873236636,3.887367578352215,blue,red,127
127,0.4564219546640973,5.2105873671023115,blue,red,128
128,-2.0456103256030085,6.091332701245516,blue,red,129
129,-1.9274069538980894,5.136412722328523,blue,red,130
130,-3.3120137009656974,4.403849599421156,blue,red,131
131,-2.737300707060092,6.255867861766967,blue,red,132
132,0.10075946572470706,4.251766518014016,blue,red,133
133,-1.41876797913996,4.969289557939361,blue,red,134
134,-1.9228907141555378,6.021222171019879,blue,red,135
135,-1.1396297742390953,5.545254276697898,blue,red,136
136,-0.8346151973970979,5.850580090059978,blue,red,137
137,-1.8917557121196715,4.283827695457271,blue,red,138
138,-0.9729763749272669,3.7470977438238364,blue,red,139
139,-2.582972333704177,5.110955592448154,blue,red,140
140,-2.1158082059391434,5.030606660590685,blue,red,141
141,-0.6456411929773513,4.346681698233507,blue,red,142
142,0.5304772022745317,4.712139025591731,blue,red,143
143,-0.8497977366005831,4.653091681628172,blue,red,144
144,-0.3425751815873279,4.815775999452338,blue,red,145
145,-0.181208255075056,4.462782709728707,blue,red,146
146,-0.802216236313195,6.186896457180651,blue,red,147
147,-0.2767562875691274,3.91552096908383,blue,red,148
148,-1.5990661316066306,3.909779662499253,blue,red,149
149,-2.768129170951979,5.389206743756885,blue,red,150
150,0.37268011625592434,3.1811653948215777,blue,red,151
151,-2.7401819308616897,4.613394617246,blue,red,152
152,-0.4980115386560724,3.678350938520002,blue,red,153
153,-2.3807381478985805,6.046207076498577,blue,red,154
154,-0.9131191820449369,4.739692893677808,blue,red,155
155,-1.4745736542953627,5.131521020704565,blue,red,156
156,-3.443546645476223,6.583978315849267,blue,red,157
157,-2.331578631915045,4.012872869519571,blue,red,158
158,-0.8405000886161915,4.876964423012493,blue,red,159
159,-0.684409019878936,3.315624559206202,blue,red,160
160,-0.16318653130288396,4.6339950539151165,blue,red,161
161,-1.023310686121217,4.50066078342315,blue,red,162
162,-1.3500306690191484,7.216906493499273,blue,red,163
163,-1.4572338006331438,5.701219500054052,blue,red,164
164,-1.8921003570008623,5.057870139463169,blue,red,165
165,-1.0154042404426082,5.709405521706179,blue,red,166
166,-1.0217331633614788,6.441316432479474,blue,red,167
167,-0.2819081525827596,4.578815432147228,blue,red,168
168,-1.4577802772642183,5.242310851237536,blue,red,169
169,0.17883367392273786,5.313020397210507,blue,red,170
170,-2.08656048080345,4.746766190322712,blue,red,171
171,-2.2963176189966363,4.859034949738432,blue,red,172
172,-0.4466348041446311,5.592149977476982,blue,red,173
173,-3.6750747798567067,4.279457618602419,blue,red,174
174,-0.07239141047320641,6.509369660355786,blue,red,175
175,-0.2874467896332822,5.038709665849551,blue,red,176
176,-1.0213943312752394,5.148136974857841,blue,red,177
177,-0.3733091522809593,4.252636401777912,blue,red,178
178,-0.9875420890585024,3.9942457362858264,blue,red,179
179,-1.7225722140414481,5.201282194174904,blue,red,180
180,-1.2689503669944908,7.120576062844019,blue,red,181
181,-1.2290138218854516,5.842844766494096,blue,red,182
182,-2.6322243856686036,5.422509568923898,blue,red,183
183,-1.4144652974521716,4.44372947343101,blue,red,184
184,-2.270820092928803,5.884082467989129,blue,red,185
185,-0.2794694471016985,6.074134830567449,blue,red,186
186,-0.21018659804233653,4.73115181095012,blue,red,187
187,-2.048155064377228,5.6281372555648135,blue,red,188
188,0.41928393817239673,4.148697114070654,blue,red,189
189,-0.8932716101590861,4.572053958245909,blue,red,190
190,-2.415622036315574,5.551602717739476,blue,red,191
191,-1.7563505621341782,5.3345828035929355,blue,red,192
192,-1.0872524364480567,3.3929285621471252,blue,red,193
193,-2.946042519869274,6.987769022583167,blue,red,194
194,-1.3097343491376576,5.776268584094552,blue,red,195
195,-0.9430272325069291,4.764797284370497,blue,red,196
196,-1.8950435084403756,6.348769152534725,blue,red,197
197,-2.166459623388057,4.699680324394177,blue,red,198
198,-0.46408597307175514,5.121859104344328,blue,red,199
199,-1.49531254224114,5.313586712944387,blue,red,200
200,-0.0715066131822697,5.318288220709616,blue,red,201
201,-0.81037136003879,4.4098839163674874,blue,red,202
202,-0.8478549362053849,5.587271990371413,blue,red,203
203,-1.2886988202852656,5.628290531038204,blue,red,204
204,-2.5276481522038328,6.035128896080613,blue,red,205
205,-1.9737306330761024,4.224508009027276,blue,red,206
206,-1.3896875196537928,5.040271937676611,blue,red,207
207,-2.6914255841013315,4.183788854944858,blue,red,208
208,-0.8816838981302498,5.13525084504781,blue,red,209
