assignment,x1,x2
5,-1.10186631484545,5.42890806867112
5,-1.86562472201737,5.60344979347761
5,-2.62656327072418,5.03884091570948
5,-1.4749776648007,2.52037213698476
5,-0.091221558618863,3.95568872604873
5,-0.34169854191774607,4.24294266301448
5,-3.1937347605293303,5.753955163773219
5,0.589633268493656,2.1761056767018
5,-2.66336558356566,3.86378316197852
5,-0.87071988441982,4.61256664989538
5,-1.16883095014582,3.66923466479757
5,-1.85227047032769,5.42083265110066
5,-3.30395719586519,4.79590749511258
5,-0.761973422476667,5.35426085533046
5,-2.2211264844556804,4.793261067874849
5,-2.26363491546342,5.59145187716231
5,-1.42266365678404,5.35299746603634
5,-2.19213814323486,5.84463846029389
5,-0.063978400672381,3.40881168502462
5,-0.38054834608895005,5.5330356641289695
5,-1.88953795869988,5.84980672584456
5,-1.6937525810390701,4.94104605318729
5,-0.676442710506579,4.93352986966835
5,-0.126596106026615,5.18134577802982
5,-1.88438453475025,5.09472365447755
5,-1.82612408839044,4.31232407923899
5,-0.423505919634339,5.2009968583760795
5,-2.7420420332173503,5.9612671279258205
5,0.45892351306475104,4.7685326512533495
5,-0.674563018986149,4.78678024544133
5,-0.59057529476847,4.65895923545382
5,-1.30169894963196,5.1823341373442595
5,-3.1994980656831,4.85953728444083
5,-3.4793141695376404,4.24630006894645
5,-2.42370572251368,5.078349335614231
5,-1.11988781626954,5.31442583547571
5,-0.7893916719378969,4.0844157862119
5,-0.45992070451358796,5.1917295584975705
5,-3.36829132098053,5.10268131607966
5,0.517707981489907,4.81122662649369
5,-0.23596571887905804,3.75644040469672
5,-0.604382235168859,4.9617667706869195
5,-1.94975240718223,5.22019600949288
5,-1.22797519649296,5.08405408425184
5,-1.9350666155301002,4.0620760151333
5,-0.845774481739057,4.31656986502191
5,-1.6567084438016697,3.6000355107886497
5,-1.3587981002949598,6.1584663411994605
5,-1.41854948829337,5.80726852469757
5,-1.93562407517462,4.675208579304389
5,-1.38927248925163,4.85737748588486
5,-2.23326600131719,3.88598547011773
5,-1.69629456097282,5.907186869888589
5,-1.60240372128274,5.02218113064828
5,-1.86101308306954,4.479640847252161
5,-0.302473331014475,4.24233265648614
5,-0.8982699854523141,5.36188806890318
5,-2.8506326007383196,5.927946239797009
5,-1.01850462696691,4.5613035153610495
5,-0.160278865095951,2.93411728479664
5,-0.9410580408613409,3.3124424522251403
5,-2.35463871363731,4.62505458033933
5,-2.45416260195922,5.761561895409991
5,-1.8510156926635501,3.54921352967726
5,-1.84004877338865,7.00913019853175
5,-0.721212047155752,5.4217118575606795
5,-0.601627425441259,4.13801143313957
5,-2.18363739046738,3.5848969067006298
5,-2.0960490286320703,4.463532339223081
5,-2.46519579318995,5.65874279644534
5,-1.08738696512957,4.94212133557865
5,-1.42177930670782,4.16080501775503
5,-0.17499730048359902,5.753606344988341
5,-1.30173852537592,4.88527486001009
5,-2.01831689064636,3.45508860289441
5,-1.49431044437805,5.11176881698905
5,-0.218304031991522,5.331429753051741
5,0.173700133115974,3.3194251950463802
5,-2.00103060575235,4.23818238562172
5,-1.28300671314347,4.04522599718217
5,-1.3342124386318799,3.90566871701155
5,-1.1732978317076599,4.74447216289094
5,-1.11057001826055,6.98776591846885
5,-0.309057678493658,5.43012001924978
5,-1.8935469782073602,4.07073543061229
5,-0.9566076096374642,3.6593821034937797
5,-1.6598517399931698,4.355510300245689
5,-0.8717974764788291,6.98776741311105
5,-1.49319201476399,4.3321807729131
5,-0.542584794332266,3.7417932748714797
5,0.033220596512294,4.91619283063526
5,-0.338378285549886,4.909344761651861
5,-1.88732037839823,4.34714638017107
5,-2.0908926220709603,7.1703317480239805
5,-0.74165555767413,6.775135227337401
5,-1.42410380537973,5.4756074265504004
5,-1.9139528425036,5.0444400004872305
5,-0.200791604657764,4.74392160009881
5,-2.02654619680457,4.7362210264636
5,-2.46866896030535,5.437705719737919
5,-2.6880537101918702,3.75264766236252
5,-0.757256464386766,4.1503715970989505
5,-1.6519473640305802,4.69138449386508
5,-0.387197501694637,4.1293731597897
5,-1.62804840028308,2.82006216344852
5,-1.4933822238935102,4.5555668900581905
5,-0.876091023627583,6.08243000889313
5,-2.05626287137155,4.438759398640809
5,0.5514203161920539,4.44663859408142
5,-1.89204541608357,3.0790478502046
4,1.4305970277886901,3.59265532293996
5,0.152914343502219,4.92810709937416
5,0.146750657593461,5.629666576124
5,-3.68355605329327,4.68342179527111
5,-2.91055429606162,5.642417680584691
5,-1.28324907063431,5.545754267058999
5,-1.02482545065451,6.1415988778434
5,-1.4723817367902299,3.18400679144785
5,-2.32107644768361,5.36906701737149
5,0.8454109999272309,6.12868751519089
5,-1.32498340074753,5.04504600131846
5,-1.48374437397515,4.59017894630192
5,-0.328618601047711,7.09150603397459
5,-1.29587015342666,5.08244167741542
5,-1.4087095868420902,5.7099945607792995
5,0.160407094540062,6.15661446090162
5,0.135164278732366,3.88736757835222
5,0.4564219546640971,5.21058736710231
5,-2.0456103256030103,6.09133270124552
5,-1.92740695389809,5.13641272232852
5,-3.3120137009657,4.40384959942116
5,-2.73730070706009,6.25586786176697
5,0.10075946572470698,4.25176651801402
5,-1.41876797913996,4.96928955793936
5,-1.9228907141555402,6.02122217101988
5,-1.1396297742391002,5.5452542766979
5,-0.8346151973970981,5.85058009005998
5,-1.89175571211967,4.28382769545727
5,-0.9729763749272672,3.74709774382384
5,-2.58297233370418,5.110955592448151
5,-2.11580820593914,5.03060666059069
5,-0.6456411929773511,4.3466816982335095
5,0.530477202274532,4.71213902559173
5,-0.849797736600583,4.65309168162817
5,-0.342575181587328,4.81577599945234
5,-0.18120825507505603,4.46278270972871
5,-0.8022162363131949,6.186896457180651
5,-0.276756287569127,3.91552096908383
5,-1.5990661316066297,3.90977966249925
5,-2.7681291709519797,5.389206743756889
5,0.372680116255924,3.18116539482158
5,-2.74018193086169,4.6133946172460005
5,-0.498011538656072,3.67835093852
5,-2.38073814789858,6.04620707649858
5,-0.913119182044937,4.73969289367781
5,-1.4745736542953602,5.131521020704571
5,-3.4435466454762205,6.5839783158492695
5,-2.3315786319150402,4.01287286951957
5,-0.8405000886161921,4.87696442301249
5,-0.684409019878936,3.3156245592062
5,-0.163186531302884,4.63399505391512
5,-1.02331068612122,4.50066078342315
5,-1.35003066901915,7.21690649349927
5,-1.45723380063314,5.70121950005405
5,-1.8921003570008599,5.05787013946317
5,-1.01540424044261,5.709405521706179
5,-1.02173316336148,6.44131643247947
5,-0.28190815258276003,4.5788154321472305
5,-1.45778027726422,5.24231085123754
5,0.17883367392273802,5.31302039721051
5,-2.08656048080345,4.74676619032271
5,-2.2963176189966403,4.8590349497384295
5,-0.446634804144631,5.59214997747698
5,-3.67507477985671,4.27945761860242
5,-0.072391410473207,6.50936966035579
5,-0.28744678963328196,5.03870966584955
5,-1.02139433127524,5.14813697485784
5,-0.37330915228095896,4.25263640177791
5,-0.987542089058502,3.9942457362858304
5,-1.7225722140414501,5.201282194174901
5,-1.26895036699449,7.120576062844019
5,-1.2290138218854498,5.8428447664941
5,-2.6322243856686,5.4225095689239
5,-1.4144652974521699,4.443729473431009
5,-2.2708200929288,5.88408246798913
5,-0.27946944710169896,6.07413483056745
5,-0.210186598042337,4.73115181095012
5,-2.04815506437723,5.62813725556481
5,0.419283938172397,4.14869711407065
5,-0.893271610159086,4.5720539582459105
5,-2.41562203631557,5.551602717739481
5,-1.7563505621341802,5.334582803592941
5,-1.08725243644806,3.3929285621471297
5,-2.9460425198692697,6.98776902258317
5,-1.30973434913766,5.77626858409455
5,-0.943027232506929,4.7647972843705
5,-1.8950435084403798,6.3487691525347305
5,-2.16645962338806,4.69968032439418
5,-0.46408597307175503,5.12185910434433
5,-1.49531254224114,5.31358671294439
5,-0.07150661318227,5.31828822070962
5,-0.8103713600387901,4.40988391636749
5,-0.847854936205385,5.58727199037141
5,-1.28869882028527,5.6282905310382
5,-2.52764815220383,6.035128896080611
5,-1.9737306330761,4.2245080090272795
5,-1.38968751965379,5.040271937676611
5,-2.69142558410133,4.18378885494486
5,-0.8816838981302499,5.13525084504781
5,-1.38368977787368,4.5860030483758
5,-0.7961210072845849,4.20696556293369
5,-1.6605187480576797,3.61452984127858
5,-0.9553014548553119,5.1915325210348
5,-0.8926037638916241,3.5487676937661
5,0.7473147598022389,6.406747724910081
5,-2.29920632214275,3.57125947014431
5,-2.8489198333591004,5.55296154744567
5,-2.61811359657125,5.43586467503377
5,-1.0033451071310502,3.7501137003144995
5,-1.62746148602655,4.1055046090115
5,-0.891244615777577,6.9278590042317
5,-0.18648214580946199,4.70032284365185
5,-0.443988917655747,4.21279887911241
5,-2.2732197809519397,4.94365457158004
5,-0.531413677566392,6.50536751732433
5,-0.746312735272785,4.25570029409692
5,-1.6727175656519198,6.45350956047639
5,-2.1742960727513103,6.44022759505972
5,-0.6457967747619979,3.25255200073091
5,-0.41413579978085396,5.77495135481552
5,-0.7266692769728149,5.101003924125131
5,-1.37009595078113,4.01701154254198
5,-1.06433312147715,4.4164157409014
5,0.9711319005288659,5.763920083304
5,-0.37665675518636704,5.21184255448599
5,-1.93618039784601,3.05357305926543
5,-1.52388105833734,3.22629344074445
5,-1.3649321607648501,5.7202453478055
5,-1.36603940483751,5.152197056465701
5,-0.700863683793503,4.12930683976694
5,-2.56812732465366,6.92371625701101
4,1.68099569917995,5.00018236335256
5,-0.569064573324663,3.98951903073441
5,-0.574529485513537,3.89992653814461
5,0.29863093492005705,4.18334122620859
5,0.6378980839944829,5.968680303550769
5,-0.5303325929171141,4.46371196031757
5,-0.970576231147352,4.69936465431268
5,0.510900371560292,4.98874014667565
5,-2.08159334360897,5.24618387237557
5,1.1961424331775101,6.46816397646273
5,-1.02174476716443,4.0401885076925295
5,0.33766075039007104,5.60935966247671
5,-1.6300640411882201,7.205593484748911
5,-0.241607152117504,4.1924550824822795
5,-0.792572000862976,5.665143488232419
5,-1.3607169182863101,4.83681423398427
5,-0.721960311306798,3.5488881799132903
5,-1.7637114548664201,5.99984217227236
5,-3.08977948697727,5.52686989310632
5,-1.5319754107219,4.31636861120749
5,-1.36700789018421,4.65450289429495
5,0.42431711264068606,5.28596342078799
5,-0.8773620841035742,4.35219375343414
5,-2.41061082428011,5.12331598568983
5,-0.10735513465759,1.78348821257256
5,-1.6947507030319,2.80278775436822
5,-1.22978431044273,3.6871691361128396
5,-1.68431665304095,5.839832981807519
