,iteration,index,x_1,x_2
0,0.0,1.0,-1.0738506727,3.57125947014
1,0.0,2.0,-1.15684849012,3.58277333212
2,0.0,3.0,-1.06433312148,3.52190565512
3,0.0,4.0,-1.28869882029,3.62043106697
4,0.0,5.0,-1.34964758641,3.54935603071
5,1.0,1.0,-1.0738506727,3.57125947014
6,1.0,2.0,-1.15684849012,3.58277333212
7,1.0,3.0,-1.06433312148,3.52190565512
8,1.0,4.0,-1.28869882029,3.62043106697
9,1.0,5.0,-1.34964758641,3.54935603071
10,2.0,1.0,-0.325154545809,4.91619283064
11,2.0,2.0,-1.15684849012,4.8194685674
12,2.0,3.0,1.4646767138,-3.10869739178
13,2.0,4.0,-2.16645962339,5.02218113065
14,2.0,5.0,-9.05874791113,2.4621889999
15,3.0,1.0,-0.325154545809,4.91619283064
16,3.0,2.0,-1.15684849012,4.8194685674
17,3.0,3.0,1.4646767138,-3.10869739178
18,3.0,4.0,-2.16645962339,5.02218113065
19,3.0,5.0,-9.05874791113,2.4621889999
20,4.0,1.0,0.173700133116,4.50784922821
21,4.0,2.0,-1.22978431044,4.8194685674
22,4.0,3.0,1.34310306227,-3.59516887505
23,4.0,4.0,-2.22112648446,5.12331598569
24,4.0,5.0,-9.05874791113,2.6425278597
25,5.0,1.0,0.173700133116,4.50784922821
26,5.0,2.0,-1.22978431044,4.8194685674
27,5.0,3.0,1.34310306227,-3.59516887505
28,5.0,4.0,-2.22112648446,5.12331598569
29,5.0,5.0,-9.05874791113,2.6425278597
30,6.0,1.0,0.532031587084,4.19245508248
31,6.0,2.0,-1.13962977424,4.96176677069
32,6.0,3.0,1.3237041193,-3.60016238309
33,6.0,4.0,-2.296317619,5.20128219417
34,6.0,5.0,-9.05874791113,2.6425278597
35,7.0,1.0,0.532031587084,4.19245508248
36,7.0,2.0,-1.13962977424,4.96176677069
37,7.0,3.0,1.3237041193,-3.60016238309
38,7.0,4.0,-2.296317619,5.20128219417
39,7.0,5.0,-9.05874791113,2.6425278597
40,8.0,1.0,1.43059702779,3.8355085952
41,8.0,2.0,-1.02482545065,5.03300489004
42,8.0,3.0,1.30417802898,-3.62800813072
43,8.0,4.0,-2.29920632214,5.18239699131
44,8.0,5.0,-9.05874791113,2.6425278597
45,9.0,1.0,1.43059702779,3.8355085952
46,9.0,2.0,-1.02482545065,5.03300489004
47,9.0,3.0,1.30417802898,-3.62800813072
48,9.0,4.0,-2.29920632214,5.18239699131
49,9.0,5.0,-9.05874791113,2.6425278597
50,10.0,1.0,2.75623181811,3.54138216023
51,10.0,2.0,-0.893271610159,5.00017340815
52,10.0,3.0,1.30417802898,-3.62800813072
53,10.0,4.0,-2.27082009293,5.12105815162
54,10.0,5.0,-9.05874791113,2.6425278597
55,11.0,1.0,2.75623181811,3.54138216023
56,11.0,2.0,-0.893271610159,5.00017340815
57,11.0,3.0,1.30417802898,-3.62800813072
58,11.0,4.0,-2.27082009293,5.12105815162
59,11.0,5.0,-9.05874791113,2.6425278597
60,12.0,1.0,3.62415540476,3.27546103549
61,12.0,2.0,-0.789391671938,4.91619283064
62,12.0,3.0,1.30417802898,-3.62800813072
63,12.0,4.0,-2.17788339092,5.11095559245
64,12.0,5.0,-9.05874791113,2.6425278597
65,13.0,1.0,3.62415540476,3.27546103549
66,13.0,2.0,-0.789391671938,4.91619283064
67,13.0,3.0,1.30417802898,-3.62800813072
68,13.0,4.0,-2.17788339092,5.11095559245
69,13.0,5.0,-9.05874791113,2.6425278597
70,14.0,1.0,3.6997747517,3.27546103549
71,14.0,2.0,-0.698666102685,4.88527486001
72,14.0,3.0,1.29372418233,-3.62619428412
73,14.0,4.0,-2.05626287137,5.11176881699
74,14.0,5.0,-9.05874791113,2.6425278597
75,15.0,1.0,3.6997747517,3.27546103549
76,15.0,2.0,-0.698666102685,4.88527486001
77,15.0,3.0,1.29372418233,-3.62619428412
78,15.0,4.0,-2.05626287137,5.11176881699
79,15.0,5.0,-9.05874791113,2.6425278597
80,16.0,1.0,3.80179170373,3.21440670316
81,16.0,2.0,-0.5880170049,4.81681151428
82,16.0,3.0,1.29372418233,-3.62619428412
83,16.0,4.0,-1.95667727681,5.11671914699
84,16.0,5.0,-9.05874791113,2.6425278597
85,17.0,1.0,3.80179170373,3.21440670316
86,17.0,2.0,-0.5880170049,4.81681151428
87,17.0,3.0,1.29372418233,-3.62619428412
88,17.0,4.0,-1.95667727681,5.11671914699
89,17.0,5.0,-9.05874791113,2.6425278597
90,18.0,1.0,3.81727010357,3.21440670316
91,18.0,2.0,-0.531413677566,4.79018074921
92,18.0,3.0,1.29372418233,-3.62800813072
93,18.0,4.0,-1.93139004392,5.11176881699
94,18.0,5.0,-9.05874791113,2.6425278597
95,19.0,1.0,3.81727010357,3.21440670316
96,19.0,2.0,-0.531413677566,4.79018074921
97,19.0,3.0,1.29372418233,-3.62800813072
98,19.0,4.0,-1.93139004392,5.11176881699
99,19.0,5.0,-9.05874791113,2.6425278597
100,20.0,1.0,3.81727010357,3.21440670316
101,20.0,2.0,-0.498011538656,4.76853265125
102,20.0,3.0,1.29372418233,-3.62800813072
103,20.0,4.0,-1.9139528425,5.11176881699
104,20.0,5.0,-9.05874791113,2.6425278597
105,21.0,1.0,3.81727010357,3.21440670316
106,21.0,2.0,-0.498011538656,4.76853265125
107,21.0,3.0,1.29372418233,-3.62800813072
108,21.0,4.0,-1.9139528425,5.11176881699
109,21.0,5.0,-9.05874791113,2.6425278597
110,22.0,1.0,3.81727010357,3.27546103549
111,22.0,2.0,-0.467845869283,4.76479728437
112,22.0,3.0,1.29372418233,-3.62800813072
113,22.0,4.0,-1.91091984074,5.11176881699
114,22.0,5.0,-9.05874791113,2.6425278597
115,23.0,1.0,3.81727010357,3.27546103549
116,23.0,2.0,-0.467845869283,4.76479728437
117,23.0,3.0,1.29372418233,-3.62800813072
118,23.0,4.0,-1.91091984074,5.11176881699
119,23.0,5.0,-9.05874791113,2.6425278597
120,24.0,1.0,3.81996628718,3.27546103549
121,24.0,2.0,-0.458505352215,4.76479728437
122,24.0,3.0,1.29372418233,-3.62619428412
123,24.0,4.0,-1.89354697821,5.11176881699
124,24.0,5.0,-9.05874791113,2.6425278597
125,25.0,1.0,3.81996628718,3.27546103549
126,25.0,2.0,-0.458505352215,4.76479728437
127,25.0,3.0,1.29372418233,-3.62619428412
128,25.0,4.0,-1.89354697821,5.11176881699
129,25.0,5.0,-9.05874791113,2.6425278597
130,26.0,1.0,3.81996628718,3.27546103549
131,26.0,2.0,-0.446634804145,4.76479728437
132,26.0,3.0,1.29372418233,-3.62619428412
133,26.0,4.0,-1.89204541608,5.11176881699
134,26.0,5.0,-9.05874791113,2.6425278597
135,27.0,1.0,3.81996628718,3.27546103549
136,27.0,2.0,-0.446634804145,4.76479728437
137,27.0,3.0,1.29372418233,-3.62619428412
138,27.0,4.0,-1.89204541608,5.11176881699
139,27.0,5.0,-9.05874791113,2.6425278597
140,28.0,1.0,3.81996628718,3.27546103549
141,28.0,2.0,-0.446634804145,4.7439216001
