,iteration,index,x_1,x_2
0,0.0,1.0,-1.10186631485,5.42890806867
1,0.0,2.0,-1.86562472202,5.60344979348
2,0.0,3.0,-2.62656327072,5.03884091571
3,0.0,4.0,-1.4749776648,2.52037213698
4,0.0,5.0,-2.03374984563,3.98776093885
5,1.0,1.0,-1.10186631485,5.42890806867
6,1.0,2.0,-1.86562472202,5.60344979348
7,1.0,3.0,-2.62656327072,5.03884091571
8,1.0,4.0,-1.4749776648,2.52037213698
9,1.0,5.0,-2.03374984563,3.98776093885
10,2.0,1.0,-0.0378056595822,5.03586456986
11,2.0,2.0,-1.87636735864,5.89420418581
12,2.0,3.0,-8.54660112911,2.84432968634
13,2.0,4.0,1.31724682628,-2.82591039667
14,2.0,5.0,-1.75260939086,4.20999421653
15,3.0,1.0,-0.0378056595822,5.03586456986
16,3.0,2.0,-1.87636735864,5.89420418581
17,3.0,3.0,-8.54660112911,2.84432968634
18,3.0,4.0,1.31724682628,-2.82591039667
19,3.0,5.0,-1.75260939086,4.20999421653
20,4.0,1.0,0.33443628013,4.89301988419
21,4.0,2.0,-1.94258267546,5.75157374772
22,4.0,3.0,-9.05825866787,2.691380299
23,4.0,4.0,1.42264834665,-3.33405081376
24,4.0,5.0,-1.58075490833,4.15221118671
25,5.0,1.0,0.33443628013,4.89301988419
26,5.0,2.0,-1.94258267546,5.75157374772
27,5.0,3.0,-9.05825866787,2.691380299
28,5.0,4.0,1.42264834665,-3.33405081376
29,5.0,5.0,-1.58075490833,4.15221118671
30,6.0,1.0,0.670317775469,4.77598577224
31,6.0,2.0,-1.89861273066,5.63794296032
32,6.0,3.0,-9.08299411389,2.66671200619
33,6.0,4.0,1.41349080377,-3.3521786357
34,6.0,5.0,-1.42603549749,4.05725103682
35,7.0,1.0,0.670317775469,4.77598577224
36,7.0,2.0,-1.89861273066,5.63794296032
37,7.0,3.0,-9.08299411389,2.66671200619
38,7.0,4.0,1.41349080377,-3.3521786357
39,7.0,5.0,-1.42603549749,4.05725103682
40,8.0,1.0,1.03929426239,4.61398187056
41,8.0,2.0,-1.85246224631,5.61058734953
42,8.0,3.0,-9.08299411389,2.66671200619
43,8.0,4.0,1.41349080377,-3.3521786357
44,8.0,5.0,-1.3634508919,4.02365660142
45,9.0,1.0,1.03929426239,4.61398187056
46,9.0,2.0,-1.85246224631,5.61058734953
47,9.0,3.0,-9.08299411389,2.66671200619
48,9.0,4.0,1.41349080377,-3.3521786357
49,9.0,5.0,-1.3634508919,4.02365660142
50,10.0,1.0,2.38661569394,3.60041941335
51,10.0,2.0,-1.79743447642,5.5819650504
52,10.0,3.0,-9.08299411389,2.66671200619
53,10.0,4.0,1.41349080377,-3.3521786357
54,10.0,5.0,-1.23617537705,4.02056857754
55,11.0,1.0,2.38661569394,3.60041941335
56,11.0,2.0,-1.79743447642,5.5819650504
57,11.0,3.0,-9.08299411389,2.66671200619
58,11.0,4.0,1.41349080377,-3.3521786357
59,11.0,5.0,-1.23617537705,4.02056857754
60,12.0,1.0,3.41538204424,3.11981890463
61,12.0,2.0,-1.7385535152,5.5568276859
62,12.0,3.0,-9.08299411389,2.66671200619
63,12.0,4.0,1.32790295732,-3.38668929579
