,iteration,index,x_1,x_2
0,0.0,1.0,-5.41714594179,1.55025624742
1,0.0,2.0,-5.27861655205,1.61907084425
2,0.0,3.0,-5.31099723378,1.64227317783
3,0.0,4.0,-5.39540508996,1.65459999176
4,1.0,1.0,-5.41714594179,1.55025624742
5,1.0,2.0,-5.27861655205,1.61907084425
6,1.0,3.0,-5.31099723378,1.64227317783
7,1.0,4.0,-5.39540508996,1.65459999176
8,2.0,1.0,-6.26911321169,0.646022269457
9,2.0,2.0,-0.00498507402765,1.33882623997
10,2.0,3.0,-5.31459938709,1.70030491904
11,2.0,4.0,-8.32258314787,7.0547306374
12,3.0,1.0,-6.26911321169,0.646022269457
13,3.0,2.0,-0.00498507402765,1.33882623997
14,3.0,3.0,-5.31459938709,1.70030491904
15,3.0,4.0,-8.32258314787,7.0547306374
16,4.0,1.0,-6.1524489966,0.396856424149
17,4.0,2.0,1.16771949973,2.51149099266
18,4.0,3.0,-5.40918559937,1.79253058252
19,4.0,4.0,-8.88836825541,7.6222289412
20,5.0,1.0,-6.1524489966,0.396856424149
21,5.0,2.0,1.16771949973,2.51149099266
22,5.0,3.0,-5.40918559937,1.79253058252
23,5.0,4.0,-8.88836825541,7.6222289412
24,6.0,1.0,-6.12208498604,0.359656583292
25,6.0,2.0,1.2196976093,2.58743136774
26,6.0,3.0,-5.4703784282,1.74959091308
27,6.0,4.0,-8.88836825541,7.62355075158
28,7.0,1.0,-6.12208498604,0.359656583292
29,7.0,2.0,1.2196976093,2.58743136774
30,7.0,3.0,-5.4703784282,1.74959091308
31,7.0,4.0,-8.88836825541,7.62355075158
32,8.0,1.0,-6.09729025471,0.32730757677
33,8.0,2.0,1.23223540234,2.61721698894
34,8.0,3.0,-5.52183951983,1.71948280948
35,8.0,4.0,-8.88923060319,7.6222289412
36,9.0,1.0,-6.09729025471,0.32730757677
37,9.0,2.0,1.23223540234,2.61721698894
38,9.0,3.0,-5.52183951983,1.71948280948
39,9.0,4.0,-8.88923060319,7.6222289412
40,10.0,1.0,-6.05846785863,0.306552973929
41,10.0,2.0,1.21899599264,2.65717138252
42,10.0,3.0,-5.57242142187,1.69886733427
43,10.0,4.0,-8.88836825541,7.62355075158
44,11.0,1.0,-6.05846785863,0.306552973929
45,11.0,2.0,1.21899599264,2.65717138252
46,11.0,3.0,-5.57242142187,1.69886733427
47,11.0,4.0,-8.88836825541,7.62355075158
48,12.0,1.0,-6.02562290012,0.289066564348
49,12.0,2.0,1.20396708063,2.65717138252
50,12.0,3.0,-5.60596293152,1.6871420122
51,12.0,4.0,-8.88836825541,7.62355075158
52,13.0,1.0,-6.02562290012,0.289066564348
53,13.0,2.0,1.20396708063,2.65717138252
54,13.0,3.0,-5.60596293152,1.6871420122
55,13.0,4.0,-8.88836825541,7.62355075158
56,14.0,1.0,-6.01261366284,0.281917297559
57,14.0,2.0,1.19497596025,2.65717138252
58,14.0,3.0,-5.63990201624,1.67757277378
59,14.0,4.0,-8.88836825541,7.62355075158
60,15.0,1.0,-6.01261366284,0.281917297559
61,15.0,2.0,1.19497596025,2.65717138252
62,15.0,3.0,-5.63990201624,1.67757277378
63,15.0,4.0,-8.88836825541,7.62355075158
64,16.0,1.0,-5.99114173848,0.273979691565
65,16.0,2.0,1.19356262537,2.65717138252
66,16.0,3.0,-5.66630100111,1.66386018711
67,16.0,4.0,-8.88923060319,7.6222289412
68,17.0,1.0,-5.99114173848,0.273979691565
69,17.0,2.0,1.19356262537,2.65717138252
70,17.0,3.0,-5.66630100111,1.66386018711
71,17.0,4.0,-8.88923060319,7.6222289412
72,18.0,1.0,-5.97389120878,0.261587025633
73,18.0,2.0,1.19497596025,2.65717138252
74,18.0,3.0,-5.6881101538,1.65459999176
75,18.0,4.0,-8.88836825541,7.62355075158
76,19.0,1.0,-5.97389120878,0.261587025633
77,19.0,2.0,1.19497596025,2.65717138252
78,19.0,3.0,-5.6881101538,1.65459999176
79,19.0,4.0,-8.88836825541,7.62355075158
80,20.0,1.0,-5.95687893809,0.254938657848
81,20.0,2.0,1.19356262537,2.65717138252
82,20.0,3.0,-5.71259240991,1.64355580908
83,20.0,4.0,-8.88923060319,7.6222289412
84,21.0,1.0,-5.95687893809,0.254938657848
85,21.0,2.0,1.19356262537,2.65717138252
86,21.0,3.0,-5.71259240991,1.64355580908
87,21.0,4.0,-8.88923060319,7.6222289412
88,22.0,1.0,-5.93209976623,0.249283878572
89,22.0,2.0,1.19356262537,2.65731696401
90,22.0,3.0,-5.72729391028,1.63643143386
91,22.0,4.0,-8.88836825541,7.62355075158
92,23.0,1.0,-5.93209976623,0.249283878572
93,23.0,2.0,1.19356262537,2.65731696401
94,23.0,3.0,-5.72729391028,1.63643143386
95,23.0,4.0,-8.88836825541,7.62355075158
96,24.0,1.0,-5.90398629437,0.2446585303
97,24.0,2.0,1.19356262537,2.65731696401
98,24.0,3.0,-5.73989625554,1.63126924738
99,24.0,4.0,-8.88836825541,7.62355075158
100,25.0,1.0,-5.90398629437,0.2446585303
101,25.0,2.0,1.19356262537,2.65731696401
102,25.0,3.0,-5.73989625554,1.63126924738
103,25.0,4.0,-8.88836825541,7.62355075158
104,26.0,1.0,-5.88803988804,0.24455090197
105,26.0,2.0,1.18921997035,2.65717138252
106,26.0,3.0,-5.77166897697,1.62984605788
107,26.0,4.0,-8.88923060319,7.6222289412
108,27.0,1.0,-5.88803988804,0.24455090197
109,27.0,2.0,1.18921997035,2.65717138252
110,27.0,3.0,-5.77166897697,1.62984605788
111,27.0,4.0,-8.88923060319,7.6222289412
112,28.0,1.0,-5.85850196429,0.238631628655
113,28.0,2.0,1.18558513904,2.65717138252
114,28.0,3.0,-5.80796389066,1.62371932567
115,28.0,4.0,-8.88836825541,7.62355075158
116,29.0,1.0,-5.85850196429,0.238631628655
117,29.0,2.0,1.18558513904,2.65717138252
118,29.0,3.0,-5.80796389066,1.62371932567
119,29.0,4.0,-8.88836825541,7.62355075158
120,30.0,1.0,-5.82534313715,0.234762613293
121,30.0,2.0,1.18215665592,2.6441960985
122,30.0,3.0,-5.84358781271,1.61788487176
123,30.0,4.0,-8.88836825541,7.62355075158
124,31.0,1.0,-5.82534313715,0.234762613293
125,31.0,2.0,1.18215665592,2.6441960985
126,31.0,3.0,-5.84358781271,1.61788487176
127,31.0,4.0,-8.88836825541,7.62355075158
128,32.0,1.0,-5.79021319802,0.221565187627
129,32.0,2.0,1.18060803661,2.65717138252
130,32.0,3.0,-5.86259905222,1.61019241044
131,32.0,4.0,-8.88836825541,7.62355075158
132,33.0,1.0,-5.79021319802,0.221565187627
133,33.0,2.0,1.18060803661,2.65717138252
134,33.0,3.0,-5.86259905222,1.61019241044
135,33.0,4.0,-8.88836825541,7.62355075158
136,34.0,1.0,-5.76441840748,0.216881944886
137,34.0,2.0,1.17529193824,2.65717138252
138,34.0,3.0,-5.89842376018,1.60245865837
139,34.0,4.0,-8.88836825541,7.62355075158
140,35.0,1.0,-5.76441840748,0.216881944886
141,35.0,2.0,1.17529193824,2.65717138252
142,35.0,3.0,-5.89842376018,1.60245865837
143,35.0,4.0,-8.88836825541,7.62355075158
144,36.0,1.0,-5.73140340788,0.216881944886
145,36.0,2.0,1.17529193824,2.65717138252
146,36.0,3.0,-5.93332522206,1.60245865837
147,36.0,4.0,-8.88836825541,7.62355075158
148,37.0,1.0,-5.73140340788,0.216881944886
149,37.0,2.0,1.17529193824,2.65717138252
150,37.0,3.0,-5.93332522206,1.60245865837
151,37.0,4.0,-8.88836825541,7.62355075158
152,38.0,1.0,-5.7053206773,0.216411497714
153,38.0,2.0,1.17529193824,2.65731696401
154,38.0,3.0,-5.97266646489,1.59650396865
155,38.0,4.0,-8.88923060319,7.6222289412
156,39.0,1.0,-5.7053206773,0.216411497714
157,39.0,2.0,1.17529193824,2.65731696401
158,39.0,3.0,-5.97266646489,1.59650396865
159,39.0,4.0,-8.88923060319,7.6222289412
160,40.0,1.0,-5.68514987986,0.214616984887
161,40.0,2.0,1.17529193824,2.65731696401
162,40.0,3.0,-5.98548221747,1.59288584688
163,40.0,4.0,-8.88923060319,7.62355075158
164,41.0,1.0,-5.68514987986,0.214616984887
165,41.0,2.0,1.17529193824,2.65731696401
166,41.0,3.0,-5.98548221747,1.59288584688
167,41.0,4.0,-8.88923060319,7.62355075158
168,42.0,1.0,-5.66339947904,0.210823583873
169,42.0,2.0,1.17529193824,2.65731696401
170,42.0,3.0,-5.99803251227,1.58929385598
171,42.0,4.0,-8.88836825541,7.62355075158
172,43.0,1.0,-5.66339947904,0.210823583873
173,43.0,2.0,1.17529193824,2.65731696401
174,43.0,3.0,-5.99803251227,1.58929385598
175,43.0,4.0,-8.88836825541,7.62355075158
176,44.0,1.0,-5.64361751608,0.208710912847
177,44.0,2.0,1.17442429453,2.65717138252
178,44.0,3.0,-6.00770722877,1.58723789839
179,44.0,4.0,-8.88836825541,7.62355075158
180,45.0,1.0,-5.64361751608,0.208710912847
181,45.0,2.0,1.17442429453,2.65717138252
182,45.0,3.0,-6.00770722877,1.58723789839
183,45.0,4.0,-8.88836825541,7.62355075158
184,46.0,1.0,-5.63522456824,0.208710912847
185,46.0,2.0,1.17442429453,2.65717138252
