param NumberOfPoints:=250;
param NumberOfDimensions:=2;
param NumberOfClusters:=1;
param Point:=
1 1 0.43171882154669255
1 2 8.214672664372014
2 1 1.8269669857040463
2 2 7.975722789510726
3 1 -0.30568871026016775
3 2 7.804812324904601
4 1 4.211255173821603
4 2 7.794967123195157
5 1 1.4951518814673526
5 2 8.453660081717299
6 1 0.2613801312814248
6 2 7.574359075073844
7 1 1.9304253786036947
7 2 7.815538022909888
8 1 0.3916658144492787
8 2 7.356467542878518
9 1 -0.8206613418894511
9 2 6.7469516886357805
10 1 0.8550246710623792
10 2 9.7440646420683
11 1 -0.05263592097284264
11 2 7.59624119930518
12 1 0.6460374656228762
12 2 8.061568957651192
13 1 -0.3630637713248306
13 2 6.059442713519858
14 1 0.4147990268238921
14 2 9.197212088900175
15 1 0.03850498184950302
15 2 7.478974352888631
16 1 1.6286996510638896
16 2 7.493549604320227
17 1 1.540341478910604
17 2 7.938056625225507
18 1 -0.3585494356795844
18 2 9.03132027059157
19 1 0.5044884683347625
19 2 7.701141429103738
20 1 -0.49297452710303347
20 2 6.474111589881317
21 1 -0.11348653502480055
21 2 7.75083881203774
22 1 -0.534377989787095
22 2 8.106785559475107
23 1 1.0279864884384584
23 2 8.381040047198777
24 1 0.20032677482929956
24 2 8.94929553156872
25 1 1.4793624481913168
25 2 8.139623451621217
26 1 0.8853717518994756
26 2 10.327342320339753
27 1 -0.4463574620865931
27 2 8.95534555556888
28 1 1.3816576962289155
28 2 7.6368490075775775
29 1 2.8254600052406333
29 2 9.406258359398969
30 1 0.3695142441995619
30 2 8.111009485619505
31 1 1.551247082094891
31 2 8.411684761651987
32 1 0.17617266199669462
32 2 9.414294218714964
33 1 1.417132912360321
33 2 6.854685864644718
34 1 -0.2836673909514933
34 2 8.338851535807201
35 1 2.4172441952221404
35 2 9.403424986551318
36 1 0.9973004664042296
36 2 9.195265016185202
37 1 -1.3161909823027598
37 2 7.962846061756375
38 1 0.9654228458172738
38 2 8.500543573117431
39 1 -0.22030243086546863
39 2 8.461243700934277
40 1 -0.6680526594643048
40 2 9.650436393330084
41 1 -0.2756146352124512
41 2 9.650504201004727
42 1 -0.49109950433312677
42 2 8.963506074886936
43 1 -0.6361755994905276
43 2 8.172090602841534
44 1 1.7532786577366386
44 2 9.50312778414162
45 1 0.9453034891902934
45 2 8.829738134648425
46 1 0.6960300175366539
46 2 6.029693999311237
47 1 0.7863649491755484
47 2 9.209154826899692
48 1 0.25521497697410145
48 2 8.941844991082265
49 1 1.9901696017732209
49 2 9.055324277307108
50 1 0.9034051653646497
50 2 9.578405148287505
51 1 -0.6082148078968066
51 2 7.341785241401625
52 1 1.2961818764403898
52 2 6.850996171967864
53 1 1.148857362842827
53 2 7.740559818851059
54 1 1.0859698091571595
54 2 8.269429144852511
55 1 -1.0387788479240982
55 2 10.040374732348903
56 1 0.6192825795080446
56 2 9.80718761772144
