param NumberOfPoints:=200;
param NumberOfDimensions:=2;
param NumberOfClusters:=2;
param Point:=
1 1 1.5678983787144676
1 2 -2.354033116617588
2 1 0.24416290578545163
2 2 -1.6467779091647308
3 1 0.5289880159291278
3 2 -3.359279454197744
4 1 1.3034351882205133
4 2 -2.0821507028352775
5 1 1.4632307038577483
5 2 -2.594444953973196
6 1 0.9709513314644231
6 2 -1.34588911436109
7 1 1.1049045147424406
7 2 -3.923918000766193
8 1 1.9347654742060016
8 2 -2.6613264034696384
9 1 2.8638300007585724
9 2 -2.5141442415164916
10 1 1.2033891890080437
10 2 -2.474255697075938
11 1 2.454765509357393
11 2 -2.2989178589372936
12 1 1.0346553737516337
12 2 -2.4446333374195173
13 1 -0.2889528367754053
13 2 -1.7456256567860362
14 1 0.07014867254424595
14 2 -2.4708214805477935
15 1 1.2796804658493255
15 2 -3.3211694718631897
16 1 1.2186037726835555
16 2 -2.71935653828375
17 1 0.07065421190425336
17 2 -3.9955035827599374
18 1 0.6879272621289356
18 2 -2.3964725035081478
19 1 1.189649435844718
19 2 -2.2495488482598898
20 1 -0.4456349459182558
20 2 -2.3676865218463314
21 1 0.8266129112817252
21 2 -2.112071356288478
22 1 -0.11383960376562796
22 2 -1.2253027922606412
23 1 1.09933218709325
23 2 -0.4590963940214996
24 1 0.6221921527935598
24 2 -2.426411885492004
25 1 2.0957946110466263
25 2 -1.624298701734644
26 1 0.7180437025507744
26 2 -2.8772079935783093
27 1 0.5724418658940716
27 2 -0.5603419019636959
28 1 0.967651332865684
28 2 -2.302904585191882
29 1 0.25685514821532984
29 2 -1.5361894685386557
30 1 2.6981237491946497
30 2 -3.4983621654212236
31 1 1.3234100535857851
31 2 -1.2576203445216563
32 1 0.9226816994973446
32 2 -1.9402964211353209
33 1 0.7513264312957842
33 2 -4.128345368266103
34 1 0.4412236618495884
34 2 -3.338785512993746
35 1 0.8436787049636325
35 2 -3.0178778714380794
36 1 0.8240558196504528
36 2 -2.6372728689308778
37 1 0.4991332799076865
37 2 -1.4661521249202276
38 1 0.42418617234298295
38 2 -3.2824849020408777
39 1 0.5089922630454851
39 2 -2.993373260418384
40 1 -0.3915476048509108
40 2 -1.9094296713785195
41 1 -1.7615803419247316
41 2 0.5578304143688335
42 1 2.4843978157638795
42 2 -1.2435677098492892
43 1 2.0617695776807503
43 2 -2.2095356393248182
44 1 1.8093885240715286
44 2 -2.4108114346186844
45 1 0.567774529596736
45 2 -2.8676971410725396
46 1 0.26550417763074674
46 2 -4.39782993843197
47 1 0.12064592715869304
47 2 -2.287992985312156
48 1 0.8245914244112302
48 2 -2.088836313419959
49 1 0.6388813713971108
49 2 -3.929275841384304
50 1 0.7962870548898751
50 2 -0.16437910939172884
51 1 -2.172453699182667
51 2 2.8583311976790635
52 1 -0.21226722649784424
52 2 1.9626056857365413
53 1 0.07449906013384378
53 2 0.801202016490729
54 1 -0.48683618687450325
54 2 2.1890572553959355
55 1 -0.41254151307087006
55 2 -0.19761593438713732
56 1 -1.9580354864290852
56 2 3.5049309183166537
57 1 -2.498548148627887
57 2 2.724883455279507
58 1 -1.7233648849375816
58 2 2.245040179770344
59 1 -2.398734232428236
59 2 0.594855426117741
60 1 -0.8867016054534864
60 2 2.9097705168225154
61 1 -0.7549489426026568
61 2 2.3119551712319026
62 1 0.20299735688111142
62 2 2.055237802125021
63 1 -0.22824358070513706
63 2 0.5369877347233798
64 1 -2.743236661234655
64 2 1.52581187548321
65 1 0.2236778660605956
65 2 2.271834109028034
66 1 -0.14962925063104193
66 2 0.3812693305870747
67 1 -1.6790563450468645
67 2 1.305349769562922
68 1 -0.11931159835032012
68 2 2.4606448814736943
69 1 -1.309778063695705
69 2 -0.9723085591906955
70 1 -2.8608778404469013
70 2 0.2829392601675573
71 1 -1.784441719609424
71 2 2.1953010741102776
72 1 -1.7399612495451853
72 2 0.587095356732257
73 1 -1.807427372624808
73 2 2.296553859627596
74 1 -1.9856640900318738
74 2 0.06608270341937672
75 1 -2.9198245061556634
75 2 3.395190858129778
76 1 -2.2822080984282698
76 2 2.585576606974513
77 1 -1.7504139675673138
77 2 0.6586227576770987
78 1 -1.044504487205836
78 2 0.4178286237536111
79 1 -1.9036180782118888
79 2 2.9231441852123576
80 1 -1.2502510558839692
80 2 1.9945642173817768
81 1 -1.0876046036837148
81 2 1.0321995741188532
82 1 -0.8539956633607781
82 2 2.0987975119135207
83 1 -0.532979761453296
83 2 4.305593266512549
84 1 -1.3911847451577546
84 2 3.0345116233533957
85 1 -1.3802596137493317
85 2 1.6924906237305097
86 1 -2.239570130111496
86 2 0.9369956836549934
87 1 -1.5698762455583388
87 2 1.559627848890329
88 1 -1.5751442566573104
88 2 3.0994275972438134
89 1 -1.5872972682565774
89 2 2.0844142510219745
90 1 -0.9472812231472141
90 2 1.3628305311071516
91 1 -1.1999903714450408
91 2 1.2337136720278568
92 1 -0.5445711597935188
92 2 1.8607262985362678
93 1 -2.7000485952158844
93 2 1.2992208307188182
94 1 -2.0679943257051354
94 2 2.448933618237223
95 1 -1.471397566630885
95 2 2.536632596377574
96 1 -1.6679521106327793
96 2 1.2279475907378918
97 1 -0.3413230760256356
97 2 0.6876292921409668
98 1 -1.5316768184295666
98 2 1.5011429074227638
99 1 -1.0653724825855042
99 2 2.238342063635381
100 1 -0.9927906665204506
100 2 0.4748265542068435
101 1 -2.5062109067786134
101 2 2.119379550132437
102 1 -1.8975915519553013
102 2 2.6340550666319595
103 1 0.024565000053690778
103 2 0.4239508407941692
104 1 0.046653458782812685
104 2 1.8999516176641782
105 1 -1.4321431826828817
105 2 1.4055712795053261
106 1 -0.6398341452034756
106 2 2.4082241611171176
107 1 -1.0940101233062793
107 2 3.741158157430107
108 1 -1.0992759985379432
108 2 2.6889645509424294
109 1 0.5539220932702387
109 2 3.0531522211259885
110 1 -0.14279540931052148
110 2 0.7687467849134202
111 1 -1.0510211433944272
111 2 2.6606428541262535
112 1 -1.9780166540716235
112 2 0.7893775275182315
113 1 -1.1938700570526641
113 2 0.269054884024468
114 1 -2.3955425573007485
114 2 1.074323700074471
115 1 -0.850284090040704
115 2 1.3392610194789751
116 1 -2.73725760716256
116 2 2.3926173329970832
117 1 -0.3570961862494816
117 2 0.14174533817255885
118 1 -0.3762670546216347
118 2 1.0149778926995503
119 1 -1.2643067675824788
119 2 0.4637789009885924
120 1 -0.8360677481148986
120 2 2.0638189365801214
121 1 -1.5167004140174905
121 2 -0.08318279001506701
122 1 -1.353135300545157
122 2 2.491585931368415
123 1 -2.266199984747826
123 2 1.9913784478643706
124 1 -1.0674002870333341
124 2 3.538884014206883
125 1 -2.063278889113905
125 2 2.559443421698277
126 1 -0.4009238319983969
126 2 3.8607479174282835
127 1 1.594123132235481
127 2 0.03414028307710737
128 1 -2.654569419146095
128 2 5.579373248685853
129 1 -2.278655500575905
129 2 2.2087129028962655
130 1 -2.2755131096155816
130 2 1.1900208333328341
131 1 -0.3378072701751996
131 2 2.445269371518731
132 1 -0.9300779951378432
132 2 -0.036901396881852344
133 1 -2.4690498095509534
133 2 2.1538712759841077
134 1 -2.0240466467896154
134 2 2.067382386427203
135 1 -2.786965305368572
135 2 1.6832975070212437
136 1 -1.3933956330765418
136 2 3.5248320711143943
137 1 -2.0866163423181208
137 2 0.4605788027805904
138 1 -0.5973124145524081
138 2 2.6323086933818947
139 1 -2.4128173030268165
139 2 2.152371342135569
140 1 -1.8595139146133328
140 2 3.0320222228070617
141 1 -1.7744419323519445
141 2 -0.3195448282079667
142 1 -3.3434445466192613
142 2 2.3561027786952464
143 1 -0.4145513382530158
143 2 0.4304290320231696
144 1 -2.800163769539135
144 2 2.2426842123647317
145 1 -1.3481100062927447
145 2 0.4404603463722512
146 1 -1.7635232739946944
146 2 1.3102527593612527
147 1 -1.8917367730668775
147 2 0.9270058342157708
148 1 -1.5217900432298792
148 2 1.501617106383796
149 1 -1.9274523158732155
149 2 0.8469799789625948
150 1 -2.280009497876645
150 2 1.1286037665181026
151 1 -1.1372979155743368
151 2 1.7295443030868152
152 1 -1.9759474138555073
152 2 2.138994317344008
153 1 -2.0468528741268646
153 2 2.806826977527411
154 1 -0.2148145333261009
154 2 3.061541875902568
155 1 -1.1851080655242312
155 2 0.641773173834792
156 1 -1.887944287577268
156 2 2.8865375105236755
157 1 0.21302827843843875
157 2 2.7425613554731436
158 1 -1.9969261464213615
158 2 1.2659168906794611
159 1 -1.0060752521314906
159 2 0.8707203624731723
160 1 -0.811903079720827
160 2 0.9768138756395793
161 1 -2.5302607693163477
161 2 0.8860843793165589
162 1 -2.670481648089163
162 2 2.1579796520780357
163 1 -1.7869372209856411
163 2 0.8991012951083297
164 1 -1.064655741782213
164 2 1.0033232394519882
165 1 -0.5635883546249811
165 2 1.5893892465677113
166 1 -1.027505461048198
166 2 2.0904770132718884
167 1 -1.4242131944656018
