param NumberOfPoints:=1156;
param NumberOfDimensions:=2;
param NumberOfClusters:=4;
param Point:=
1 1 -8.859946567117872
1 2 6.242015674556766
2 1 -8.697228691436155
2 2 5.979997306591766
3 1 -9.452881237988175
3 2 6.042465011202447
4 1 -9.641160611280364
4 2 7.384834865005859
5 1 -10.547006183016395
5 2 6.046468673673748
6 1 -11.188308997769347
6 2 6.519474461661308
7 1 -9.95899075273762
7 2 6.659487656034085
8 1 -9.262437765143645
8 2 5.779260809675939
9 1 -10.067373547603234
9 2 6.45748610901068
10 1 -8.558319354677487
10 2 7.365110529399855
11 1 -12.077596167732302
11 2 6.925019408142093
12 1 -9.86488654269538
12 2 6.803131253238698
13 1 -10.16613748130786
13 2 5.98970163235221
14 1 -9.656860062650997
14 2 5.496369753419952
15 1 -9.182486874030769
15 2 6.819128967609788
16 1 -10.397348149270641
16 2 6.597616866431388
17 1 -11.263742194658645
17 2 8.571137027799402
18 1 -9.086415850272568
18 2 7.57771136866068
19 1 -10.087673015042885
19 2 6.868545691519223
20 1 -10.11518661288917
20 2 6.279034077957091
21 1 -10.199276887407986
21 2 6.663482161679587
22 1 -10.942171644049251
22 2 5.813751146541022
23 1 -11.318827919631328
23 2 6.437275768966301
24 1 -11.05836766090055
24 2 6.740949300765065
25 1 -9.211484252154124
25 2 5.804926262876235
26 1 -10.810562824895307
26 2 5.888620295543387
27 1 -10.19287383505341
27 2 5.819016305550652
28 1 -8.368613335796104
28 2 7.068153746516545
29 1 -11.147564209781448
29 2 7.656188619324488
30 1 -9.547323565486373
30 2 6.830734602510216
31 1 -10.005552637070375
31 2 4.374929372707509
32 1 -9.235957000990103
32 2 6.598514416016462
33 1 -9.950575748830808
33 2 6.161835711550648
34 1 -10.574984247830294
34 2 6.10063715579785
35 1 -8.536591700041647
35 2 6.362001168668545
36 1 -9.006470565190014
36 2 5.307394350320152
37 1 -10.605766068279378
37 2 4.510374953576321
38 1 -9.120154904860946
38 2 6.925743243528674
39 1 -11.638316117821212
39 2 6.913258750595366
40 1 -9.012771741017279
40 2 6.218709574889008
41 1 -9.974185772098817
41 2 6.156743122126678
42 1 -9.027832787826613
42 2 7.105536728693211
43 1 -10.483924470872516
43 2 6.880761500339458
44 1 -8.990754601194064
44 2 7.211246230197414
45 1 -8.033182545554476
45 2 7.159887463975918
46 1 -10.102947951339987
46 2 6.58218705615589
47 1 -8.120667198768016
47 2 8.712264929899522
48 1 -9.208963461177863
48 2 8.011067603884994
49 1 -9.590488463369843
49 2 8.353976495497356
50 1 -9.149621244230996
50 2 6.18397907203427
51 1 -10.113706578895881
51 2 8.335224338748215
52 1 -10.468992052121603
52 2 6.572785806385406
53 1 -10.078274283151588
53 2 8.604563679706116
54 1 -11.629137740134423
54 2 8.274460919492364
55 1 -9.443138132590695
55 2 7.079008967893906
56 1 -9.294550700571072
56 2 5.798488335788109
57 1 -10.668267200685511
57 2 6.336895802193184
58 1 -12.120813387522
58 2 8.537017827634253
59 1 -8.323116627405
