,0,1,cluster,KMeans
0,1.6702361817093767,-6.342232297613648,blue,cyan
1,0.698225619309705,-5.071326309818701,blue,cyan
2,0.3467868751140635,-5.408575524838933,blue,cyan
3,0.6035927292185422,-6.7854872202653205,blue,cyan
4,0.24131431385192492,-5.153371228461719,blue,cyan
5,2.2239356014531815,-5.551536746632882,blue,cyan
6,0.3271630286960796,-7.364006707453299,blue,cyan
7,1.4917945121419423,-4.928678555732856,blue,cyan
8,1.8704069538941794,-7.279242611449031,blue,cyan
9,0.6051197411249791,-5.9155264571683785,blue,cyan
10,0.3601399200509081,-9.100940528727765,blue,cyan
11,1.25259972933378,-6.818697440832042,blue,cyan
12,0.2584185008222676,-7.391338261169042,blue,cyan
13,1.3437462793202282,-5.226657333892189,blue,cyan
14,0.830339192947073,-7.269543785774223,blue,cyan
15,2.5975145349152875,-7.713324061083961,blue,cyan
16,0.9933389052427661,-8.036827573645994,blue,cyan
17,-0.4359660168086332,-7.399212916686432,blue,cyan
18,0.2733580278914276,-6.774583289098842,blue,cyan
19,2.097517359706145,-7.701344091837091,blue,cyan
20,-1.1049656591102646,-5.503349720102424,blue,cyan
21,1.782950721030882,-6.88035026290639,blue,cyan
22,1.1988140156969638,-7.6128890551086155,blue,cyan
23,1.6281668986525883,-5.60118267000813,blue,cyan
24,1.2823681248395165,-5.824911138557937,blue,cyan
25,0.32135716021907423,-6.450904409434767,blue,cyan
26,-0.7154817791175709,-6.658197708482229,blue,cyan
27,0.7912379952972065,-6.756920047616533,blue,cyan
28,-0.21544598451724495,-6.782837102519292,blue,cyan
29,2.8780014665476124,-6.926364449159131,blue,cyan
30,-2.116145211281809,-6.901031524347025,blue,cyan
31,2.7421033195398206,-6.4999802372815605,blue,cyan
32,0.5943846821532491,-4.62108011151056,blue,cyan
33,0.792530250516445,-8.747577819369496,blue,cyan
34,-0.3377263002330704,-5.210953661655332,blue,cyan
35,2.73565762188044,-7.298407123916493,blue,cyan
36,-0.6313770779900263,-6.858690007024242,blue,cyan
37,2.1532204390145218,-7.686012972867221,blue,cyan
38,0.16035895417126267,-5.936865049319045,blue,cyan
39,0.8178756257621682,-7.881883385224052,blue,cyan
40,2.457891812023135,-7.679732250752866,blue,cyan
41,0.041714299853486514,-6.108313597224337,blue,cyan
42,2.0411582090906846,-4.4038721663833,blue,green
43,1.5355774143105159,-6.149990211232694,blue,cyan
44,0.6705740622266178,-6.550216597060168,blue,cyan
45,-0.06713175058859489,-6.61890040188186,blue,cyan
46,0.8608392402161301,-7.314563938707352,blue,cyan
47,1.0670781714988382,-7.3566650681164,blue,cyan
48,0.6305693476228749,-5.624841961927191,blue,cyan
49,0.6544389935472973,-7.253752396428743,blue,cyan
50,2.083857585395903,-7.037713207821707,blue,cyan
51,0.9736622712821882,-7.002264980830178,blue,cyan
52,1.4224306257445467,-6.825145022747611,blue,cyan
53,0.5574996351689422,-7.3437037180014855,blue,cyan
54,-0.19555065819729434,-8.001937001923514,blue,cyan
55,2.301630216825497,-7.260822642123853,blue,cyan
56,1.382487060085996,-7.976946673372755,blue,cyan
57,2.23682006951537,-6.722010288503379,blue,cyan
58,1.2260446124571087,-4.954891411421733,blue,cyan
59,-0.9964276111696191,-7.617011783103284,blue,cyan
60,1.5409680490873692,-6.401229903113768,blue,cyan
61,0.9954759166491695,-7.523548650111023,blue,cyan
62,0.3784654908965123,-7.121706916291257,blue,cyan
63,2.3649184444664195,-6.930389195100336,blue,cyan
