paramNumberOfPoints:=72;
paramNumberOfDimensions:=2;
paramNumberOfClusters:=3;
paramPoint:=
1 1 3.208773194187751
1 2 -4.237523058219365
2 1 3.349234134196698
2 2 -4.895118343981266
3 1 3.0152870183777702
3 2 -4.023853223100266
4 1 2.694561311745914
4 2 -4.212012381164532
5 1 3.7200510786856142
5 2 -3.340039919563834
6 1 4.20308177513981
6 2 -5.763053133724257
7 1 3.7625311374570414
7 2 -5.395117632276476
8 1 3.198510112162408
8 2 -3.2328102623885315
9 1 2.905144596754519
9 2 -4.622783931270117
10 1 2.8330683445061915
10 2 -4.561980478446433
11 1 2.6765799690946013
11 2 -5.288256227648217
12 1 2.371126879654087
12 2 -4.600483261324284
13 1 4.527945315219149
13 2 -4.446651997905672
14 1 4.775575720899258
14 2 -4.99162835440479
15 1 4.0200824997075175
15 2 -3.7623868466077734
16 1 3.3524599801740123
16 2 -3.6874498078510527
17 1 4.801426948564478
17 2 -6.961957143977371
18 1 4.194565170562621
18 2 -4.183779422335488
19 1 3.250329826721647
19 2 -3.560536862610341
20 1 3.137207039303277
20 2 -3.224521859605215
21 1 4.426393383655
21 2 -5.591931155193285
22 1 5.061169426310711
22 2 -5.710127871637788
23 1 6.75607338846506
23 2 -5.743297114587234
24 1 8.347695816125594
24 2 -5.0781068089724615
25 1 9.559473586199383
25 2 -5.309557854349002
26 1 9.526418602287077
26 2 -4.598078002617258
27 1 7.706157437958182
27 2 -5.1760716976926915
28 1 9.737486425934879
28 2 -6.495151475778949
29 1 10.414797404689413
29 2 -5.499856962080708
30 1 7.82481186668543
30 2 -2.9332700687627122
31 1 7.8004253511086175
31 2 -4.951656268404378
32 1 8.732818176248276
32 2 -5.272976200875394
33 1 7.4048843286843145
33 2 -2.9632175902989073
34 1 9.385096953298572
34 2 -6.096755658763343
35 1 8.127243705989574
35 2 -4.495931190809504
36 1 5.663558250055502
36 2 -4.895591190899661
37 1 7.9260286735724925
37 2 -5.467257984040225
38 1 10.238778630322274
38 2 -3.8579620942867914
39 1 8.189503211816898
39 2 -5.036150735886448
40 1 8.125320428130427
40 2 -5.571946046701905
41 1 10.180491739310856
41 2 -4.714094266441851
42 1 7.802802124438745
42 2 -5.535831290330886
43 1 9.111049712082632
43 2 -3.3136815250221723
44 1 8.355523646553713
44 2 -3.34625596984904
45 1 10.336047291930617
45 2 -5.7634054123534675
46 1 7.229731740867523
46 2 -4.466748472927548
47 1 -3.183397589171508
47 2 9.055291271034442
48 1 -2.4946780102124655
48 2 9.448614717104503
49 1 -2.2355642040464248
49 2 8.899493087911452
50 1 -3.156304615449015
50 2 8.585981128958249
51 1 -3.0489367013720674
51 2 11.33451381388289
52 1 -5.463292998230328
52 2 9.164550003131488
53 1 -5.325819253822129
53 2 8.479599088193716
54 1 -2.8555392674589495
54 2 9.0963190103761
55 1 -3.865208469873122
55 2 10.277296652182315
56 1 -2.62180427944784
56 2 8.582003977306123
57 1 -2.6208834653125064
57 2 8.879058757152823
58 1 -1.599518581711675
58 2 9.443969965907145
59 1 -2.2832609450791166
59 2 9.54355136201327
60 1 -2.5568724571149524
60 2 9.35148901948366
61 1 -3.492093767773564
61 2 10.011342926326687
62 1 -1.7234143078012956
62 2 8.674134776844117
63 1 -3.539609693109288
63 2 9.611510920330527
64 1 -2.863823004271409
64 2 10.06116822946534
65 1 -2.6897031933232105
65 2 8.986289429367798
66 1 -1.5049944974843077
66 2 8.282173614360472
67 1 -3.237901890051127
67 2 8.623781885057362
68 1 -2.8468371666163783
68 2 9.79393553459559
69 1 -1.5474717075791768
69 2 9.054330691370877
70 1 -3.025287276772697
70 2 9.081892460490439
71 1 -3.3495989123119796
71 2 9.022840882393432
72 1 -2.5070693633286867
72 2 9.091620017284367
;
