,0,1,cluster,KMeans
0,5.016114238186727,1.2446719231828771,blue,cyan
1,4.273306401609231,1.0656304164169514,blue,cyan
2,5.4127851524029325,2.9768949631447263,blue,cyan
3,5.1137476711811924,1.7029187283797809,blue,cyan
4,5.036963198445568,3.7427735994567057,blue,cyan
5,3.974074959005879,-0.40058771566108176,blue,cyan
6,4.512077693409583,4.3039765467773226,blue,cyan
7,6.451239507247482,0.09108270477555003,blue,cyan
8,4.853447341782634,3.6249896168395592,blue,cyan
9,4.63694842860856,1.819004107194907,blue,cyan
10,5.846527539205792,1.1673162291221448,blue,cyan
11,5.577786620286342,2.236073141429919,blue,cyan
12,5.588135199169761,1.0779100506315233,blue,cyan
13,4.858709428578271,2.535688525512672,blue,cyan
14,4.644863135720197,2.8257233321981783,blue,cyan
15,6.5933161582805475,0.7197751767299694,blue,cyan
16,5.284029663354084,0.2277286292565368,blue,cyan
17,6.2320342872107855,1.3639825613249372,blue,cyan
18,4.64889106106455,3.6840835595913197,blue,cyan
19,3.800600845185862,2.7036060298504236,blue,cyan
20,4.141295020080657,2.483500603071734,blue,cyan
21,4.328089123623752,2.3444615206621857,blue,cyan
22,5.001092842058911,1.6474480702655099,blue,cyan
23,3.9637987702240745,1.450907432292242,blue,cyan
24,4.64646186656263,3.108589646246056,blue,cyan
25,7.233750020738672,2.5889219648668225,blue,cyan
26,5.180093562299839,2.8183448844091363,blue,cyan
27,3.56444282969363,1.7492619974873307,blue,cyan
28,4.175766913517872,2.238685783926237,blue,cyan
29,4.715242170319818,1.2724100560936016,blue,cyan
30,5.556720806947158,2.45785029488691,blue,cyan
31,4.6420042351477795,2.097264760156083,blue,cyan
32,4.210014883742241,2.3413283671854654,blue,cyan
33,6.845427075090532,2.299972529063119,blue,cyan
34,4.66460979108496,3.225157123086686,blue,cyan
35,5.252515259847867,1.9807113483091354,blue,cyan
36,5.424851884831962,2.3506250772753474,blue,cyan
37,6.778595635820028,1.0220716046028,blue,cyan
38,4.446427635113823,-0.7530935158082599,blue,red
39,3.98712948086445,1.2605516544093758,blue,cyan
40,3.6945359568734353,0.9621142599120092,blue,cyan
