,iteration,index,x_1,x_2
0,0.0,1.0,-4.35271320695,6.6260553142
1,0.0,2.0,-4.92527979827,5.86982656795
2,0.0,3.0,-4.35581162842,7.13493095531
3,1.0,1.0,-4.35271320695,6.6260553142
4,1.0,2.0,-4.92527979827,5.86982656795
5,1.0,3.0,-4.35581162842,7.13493095531
6,2.0,1.0,-2.95720448872,6.92141591746
7,2.0,2.0,-5.46968155153,5.32542481469
8,2.0,3.0,-4.38087804501,10.6382360953
9,3.0,1.0,-2.95720448872,6.92141591746
10,3.0,2.0,-5.46968155153,5.32542481469
11,3.0,3.0,-4.38087804501,10.6382360953
12,4.0,1.0,-2.70110505242,7.13422071975
13,4.0,2.0,-6.63945833212,4.1556480341
14,4.0,3.0,-4.12698126931,11.2882838216
15,5.0,1.0,-2.70110505242,7.13422071975
16,5.0,2.0,-6.63945833212,4.1556480341
17,5.0,3.0,-4.12698126931,11.2882838216
18,6.0,1.0,-2.45218708918,7.22163109619
19,6.0,2.0,-6.63945833212,4.1556480341
20,6.0,3.0,-4.08433234323,11.4899321734
21,7.0,1.0,-2.45218708918,7.22163109619
22,7.0,2.0,-6.63945833212,4.1556480341
23,7.0,3.0,-4.08433234323,11.4899321734
24,8.0,1.0,-1.99594810855,7.67121615632
25,8.0,2.0,-6.63945833212,4.1556480341
26,8.0,3.0,-3.63344707279,11.9199811803
27,9.0,1.0,-1.99594810855,7.67121615632
28,9.0,2.0,-6.63945833212,4.1556480341
29,9.0,3.0,-3.63344707279,11.9199811803
30,10.0,1.0,-0.858244082546,8.15437641091
31,10.0,2.0,-6.63945833212,4.1556480341
32,10.0,3.0,-2.94435141832,12.7183703893
33,11.0,1.0,-0.858244082546,8.15437641091
34,11.0,2.0,-6.63945833212,4.1556480341
35,11.0,3.0,-2.94435141832,12.7183703893
36,12.0,1.0,2.70376176484,11.1325352328
37,12.0,2.0,-6.63945833212,4.1556480341
38,12.0,3.0,-1.83695254273,13.1245182622
39,13.0,1.0,2.70376176484,11.1325352328
40,13.0,2.0,-6.63945833212,4.1556480341
41,13.0,3.0,-1.83695254273,13.1245182622
42,14.0,1.0,2.70376176484,11.1325352328
43,14.0,2.0,-6.63945833212,4.1556480341
44,14.0,3.0,4.80365434662,13.2567942326
45,15.0,1.0,2.70376176484,11.1325352328
46,15.0,2.0,-6.63945833212,4.1556480341
47,15.0,3.0,4.80365434662,13.2567942326
48,16.0,1.0,2.86757588274,11.1325352328
49,16.0,2.0,-6.63945833212,4.1556480341
50,16.0,3.0,4.88210156987,13.4216721646
51,17.0,1.0,2.86757588274,11.1325352328
52,17.0,2.0,-6.63945833212,4.1556480341
53,17.0,3.0,4.88210156987,13.4216721646
54,18.0,1.0,2.86757588274,11.1325352328
55,18.0,2.0,-6.63945833212,4.1556480341
56,18.0,3.0,5.01233158063,14.0543356946
57,19.0,1.0,2.86757588274,11.1325352328
58,19.0,2.0,-6.63945833212,4.1556480341
59,19.0,3.0,5.01233158063,14.0543356946
